E-MTAB-6975		ERR2685833	characteristic	cell line	H9
E-MTAB-6975		ERR2685843	characteristic	cell line	H9
E-MTAB-6975		ERR2685843	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685843	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685843	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685843	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685843	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685843	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685843	factor	sampling time point	12 hour
E-MTAB-6975		ERR2685843	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685844	characteristic	cell line	H9
E-MTAB-6975		ERR2685844	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685844	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685844	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685844	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685844	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685844	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685844	factor	sampling time point	12 hour
E-MTAB-6975		ERR2685844	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685845	characteristic	cell line	H9
E-MTAB-6975		ERR2685845	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685845	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685845	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685845	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685845	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685845	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685845	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685845	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685846	characteristic	cell line	H9
E-MTAB-6975		ERR2685846	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685846	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685846	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685846	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685846	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685846	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685846	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685846	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685847	characteristic	cell line	H9
E-MTAB-6975		ERR2685847	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685847	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685847	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685847	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685847	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685847	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685847	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685847	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685848	characteristic	cell line	H9
E-MTAB-6975		ERR2685848	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685848	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685848	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685848	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685848	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685848	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685848	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685848	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685849	characteristic	cell line	H9
E-MTAB-6975		ERR2685849	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685849	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685849	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685849	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685849	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685849	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685849	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685849	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685850	characteristic	cell line	H9
E-MTAB-6975		ERR2685850	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685850	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685850	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685850	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685850	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685850	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685850	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685850	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685851	characteristic	cell line	H9
E-MTAB-6975		ERR2685851	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685851	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685851	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685851	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685851	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685851	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685851	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685851	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685852	characteristic	cell line	H9
E-MTAB-6975		ERR2685852	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685852	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685852	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685852	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685852	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685852	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685852	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685852	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685853	characteristic	cell line	H9
E-MTAB-6975		ERR2685853	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685853	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685853	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685853	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685853	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685853	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685853	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685853	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685854	characteristic	cell line	H9
E-MTAB-6975		ERR2685854	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685854	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685854	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685854	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685854	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685854	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685854	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685854	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685855	characteristic	cell line	H9
E-MTAB-6975		ERR2685855	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685855	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685855	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685855	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685855	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685855	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685855	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685855	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685856	characteristic	cell line	H9
E-MTAB-6975		ERR2685856	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685856	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685856	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685856	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685856	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685856	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685856	factor	sampling time point	2 hour
E-MTAB-6975		ERR2685856	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685857	characteristic	cell line	H9
E-MTAB-6975		ERR2685857	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685857	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685857	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685857	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685857	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685857	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685857	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685857	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685858	characteristic	cell line	H9
E-MTAB-6975		ERR2685858	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685858	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685858	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685858	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685858	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685858	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685858	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685858	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685859	characteristic	cell line	H9
E-MTAB-6975		ERR2685859	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685859	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685859	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685859	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685859	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685859	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685859	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685859	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685860	characteristic	cell line	H9
E-MTAB-6975		ERR2685860	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685860	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685860	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685860	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685860	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685860	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685860	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685860	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685861	characteristic	cell line	H9
E-MTAB-6975		ERR2685861	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685861	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685861	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685861	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685861	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685861	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685861	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685861	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685862	characteristic	cell line	H9
E-MTAB-6975		ERR2685862	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685862	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685862	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685862	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685862	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685862	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685862	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685862	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685863	characteristic	cell line	H9
E-MTAB-6975		ERR2685863	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685863	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685863	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685863	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685863	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685863	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685863	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685863	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685864	characteristic	cell line	H9
E-MTAB-6975		ERR2685864	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685864	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685864	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685864	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685864	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685864	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685864	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685864	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685865	characteristic	cell line	H9
E-MTAB-6975		ERR2685865	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685865	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685865	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685865	characteristic	genotype	wild type genotype
E-MTAB-6975		ERR2685865	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-MTAB-6975		ERR2685865	characteristic	progenitor cell type	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322
E-MTAB-6975		ERR2685865	factor	sampling time point	24 hour
E-MTAB-6975		ERR2685865	factor	stimulus	brain-derived neurotrophic factor
E-MTAB-6975		ERR2685866	characteristic	cell line	H9
E-MTAB-6975		ERR2685866	characteristic	cell type	neuron	http://purl.obolibrary.org/obo/CL_0000540
E-MTAB-6975		ERR2685866	characteristic	developmental stage	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
E-MTAB-6975		ERR2685866	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-MTAB-6975		ERR2685866	characteristic	genotype	wild type genotype
